LSOA11CD,LSOA11NM,LSOA21CD,LSOA21NM,LAD22CD,LAD22NM
E01003015,Lambeth 002A,E01003015,Lambeth 002A,E09000022,Lambeth
E01003154,Lambeth 030E,E01003154,Lambeth 030E,E09000022,Lambeth
E01003060,Lambeth 011E,E01003060,Lambeth 011E,E09000022,Lambeth
E01003025,Lambeth 021E,E01003025,Lambeth 021E,E09000022,Lambeth
E01003108,Lambeth 002B,E01003108,Lambeth 002B,E09000022,Lambeth
E01003065,Lambeth 031A,E01003065,Lambeth 031A,E09000022,Lambeth
E01003061,Lambeth 011F,E01003061,Lambeth 011F,E09000022,Lambeth
E01003034,Lambeth 012A,E01003034,Lambeth 012A,E09000022,Lambeth
E01003035,Lambeth 012B,E01003035,Lambeth 012B,E09000022,Lambeth
E01003036,Lambeth 012C,E01003036,Lambeth 012C,E09000022,Lambeth
E01003090,Lambeth 012D,E01003090,Lambeth 012D,E09000022,Lambeth
E01003095,Lambeth 012E,E01003095,Lambeth 012E,E09000022,Lambeth
E01003037,Lambeth 013A,E01003037,Lambeth 013A,E09000022,Lambeth
E01003038,Lambeth 013B,E01003038,Lambeth 013B,E09000022,Lambeth
E01003039,Lambeth 013C,E01003039,Lambeth 013C,E09000022,Lambeth
E01003040,Lambeth 013D,E01003040,Lambeth 013D,E09000022,Lambeth
E01003042,Lambeth 013E,E01003042,Lambeth 013E,E09000022,Lambeth
E01003072,Lambeth 014A,E01003072,Lambeth 014A,E09000022,Lambeth
E01003073,Lambeth 014B,E01003073,Lambeth 014B,E09000022,Lambeth
E01003076,Lambeth 014C,E01003076,Lambeth 014C,E09000022,Lambeth
E01003077,Lambeth 014D,E01003077,Lambeth 014D,E09000022,Lambeth
E01003078,Lambeth 014E,E01003078,Lambeth 014E,E09000022,Lambeth
E01003019,Lambeth 015A,E01003019,Lambeth 015A,E09000022,Lambeth
E01003053,Lambeth 015B,E01003053,Lambeth 015B,E09000022,Lambeth
E01003054,Lambeth 015C,E01003054,Lambeth 015C,E09000022,Lambeth
E01003056,Lambeth 015D,E01003056,Lambeth 015D,E09000022,Lambeth
E01003058,Lambeth 015E,E01003058,Lambeth 015E,E09000022,Lambeth
E01003020,Lambeth 016A,E01003020,Lambeth 016A,E09000022,Lambeth
E01003050,Lambeth 016B,E01003050,Lambeth 016B,E09000022,Lambeth
E01003052,Lambeth 016C,E01003052,Lambeth 016C,E09000022,Lambeth
E01003055,Lambeth 016D,E01003055,Lambeth 016D,E09000022,Lambeth
E01003176,Lambeth 016E,E01003176,Lambeth 016E,E09000022,Lambeth
E01003029,Lambeth 017A,E01003029,Lambeth 017A,E09000022,Lambeth
E01003032,Lambeth 017B,E01003032,Lambeth 017B,E09000022,Lambeth
E01003041,Lambeth 017C,E01003041,Lambeth 017C,E09000022,Lambeth
E01003057,Lambeth 017D,E01003057,Lambeth 017D,E09000022,Lambeth
E01003043,Lambeth 018A,E01003043,Lambeth 018A,E09000022,Lambeth
E01003044,Lambeth 018B,E01003044,Lambeth 018B,E09000022,Lambeth
E01003051,Lambeth 018C,E01003051,Lambeth 018C,E09000022,Lambeth
E01003071,Lambeth 018D,E01003071,Lambeth 018D,E09000022,Lambeth
E01003074,Lambeth 018E,E01003074,Lambeth 018E,E09000022,Lambeth
E01003026,Lambeth 019A,E01003026,Lambeth 019A,E09000022,Lambeth
E01003027,Lambeth 019B,E01003027,Lambeth 019B,E09000022,Lambeth
E01003028,Lambeth 019C,E01003028,Lambeth 019C,E09000022,Lambeth
E01003030,Lambeth 019D,E01003030,Lambeth 019D,E09000022,Lambeth
E01003033,Lambeth 019E,E01003033,Lambeth 019E,E09000022,Lambeth
E01003018,Lambeth 020A,E01003018,Lambeth 020A,E09000022,Lambeth
E01003171,Lambeth 020B,E01003171,Lambeth 020B,E09000022,Lambeth
E01003136,Lambeth 022A,E01003136,Lambeth 022A,E09000022,Lambeth
E01003068,Lambeth 031B,E01003068,Lambeth 031B,E09000022,Lambeth
E01003110,Lambeth 002C,E01003110,Lambeth 002C,E09000022,Lambeth
E01003137,Lambeth 022B,E01003137,Lambeth 022B,E09000022,Lambeth
E01003159,Lambeth 022C,E01003159,Lambeth 022C,E09000022,Lambeth
E01003160,Lambeth 022D,E01003160,Lambeth 022D,E09000022,Lambeth
E01003162,Lambeth 022E,E01003162,Lambeth 022E,E09000022,Lambeth
E01003031,Lambeth 023A,E01003031,Lambeth 023A,E09000022,Lambeth
E01003156,Lambeth 023B,E01003156,Lambeth 023B,E09000022,Lambeth
E01003157,Lambeth 023C,E01003157,Lambeth 023C,E09000022,Lambeth
E01003158,Lambeth 023D,E01003158,Lambeth 023D,E09000022,Lambeth
E01003161,Lambeth 023E,E01003161,Lambeth 023E,E09000022,Lambeth
E01003163,Lambeth 023F,E01003163,Lambeth 023F,E09000022,Lambeth
E01003132,Lambeth 024A,E01003132,Lambeth 024A,E09000022,Lambeth
E01003172,Lambeth 024B,E01003172,Lambeth 024B,E09000022,Lambeth
E01003174,Lambeth 024C,E01003174,Lambeth 024C,E09000022,Lambeth
E01003175,Lambeth 024D,E01003175,Lambeth 024D,E09000022,Lambeth
E01003179,Lambeth 024E,E01003179,Lambeth 024E,E09000022,Lambeth
E01003164,Lambeth 025A,E01003164,Lambeth 025A,E09000022,Lambeth
E01003165,Lambeth 025B,E01003165,Lambeth 025B,E09000022,Lambeth
E01003168,Lambeth 025C,E01003168,Lambeth 025C,E09000022,Lambeth
E01003169,Lambeth 025D,E01003169,Lambeth 025D,E09000022,Lambeth
E01003170,Lambeth 025E,E01003170,Lambeth 025E,E09000022,Lambeth
E01003130,Lambeth 026A,E01003130,Lambeth 026A,E09000022,Lambeth
E01003131,Lambeth 026B,E01003131,Lambeth 026B,E09000022,Lambeth
E01003135,Lambeth 026C,E01003135,Lambeth 026C,E09000022,Lambeth
E01003138,Lambeth 026D,E01003138,Lambeth 026D,E09000022,Lambeth
E01003151,Lambeth 026E,E01003151,Lambeth 026E,E09000022,Lambeth
E01003079,Lambeth 027A,E01003079,Lambeth 027A,E09000022,Lambeth
E01003080,Lambeth 027B,E01003080,Lambeth 027B,E09000022,Lambeth
E01003133,Lambeth 027C,E01003133,Lambeth 027C,E09000022,Lambeth
E01003134,Lambeth 027D,E01003134,Lambeth 027D,E09000022,Lambeth
E01003152,Lambeth 027E,E01003152,Lambeth 027E,E09000022,Lambeth
E01003064,Lambeth 028A,E01003064,Lambeth 028A,E09000022,Lambeth
E01003066,Lambeth 028B,E01003066,Lambeth 028B,E09000022,Lambeth
E01003081,Lambeth 028C,E01003081,Lambeth 028C,E09000022,Lambeth
E01003166,Lambeth 028D,E01003166,Lambeth 028D,E09000022,Lambeth
E01003167,Lambeth 028E,E01003167,Lambeth 028E,E09000022,Lambeth
E01003116,Lambeth 029A,E01003116,Lambeth 029A,E09000022,Lambeth
E01003117,Lambeth 029B,E01003117,Lambeth 029B,E09000022,Lambeth
E01003118,Lambeth 029C,E01003118,Lambeth 029C,E09000022,Lambeth
E01003153,Lambeth 029D,E01003153,Lambeth 029D,E09000022,Lambeth
E01003155,Lambeth 029E,E01003155,Lambeth 029E,E09000022,Lambeth
E01003083,Lambeth 030A,E01003083,Lambeth 030A,E09000022,Lambeth
E01003082,Lambeth 031C,E01003082,Lambeth 031C,E09000022,Lambeth
E01003111,Lambeth 002D,E01003111,Lambeth 002D,E09000022,Lambeth
E01003112,Lambeth 002E,E01003112,Lambeth 002E,E09000022,Lambeth
E01003086,Lambeth 031D,E01003086,Lambeth 031D,E09000022,Lambeth
E01003101,Lambeth 003A,E01003101,Lambeth 003A,E09000022,Lambeth
E01003087,Lambeth 031E,E01003087,Lambeth 031E,E09000022,Lambeth
E01003105,Lambeth 003B,E01003105,Lambeth 003B,E09000022,Lambeth
E01003113,Lambeth 032A,E01003113,Lambeth 032A,E09000022,Lambeth
E01003106,Lambeth 003C,E01003106,Lambeth 003C,E09000022,Lambeth
E01003114,Lambeth 032B,E01003114,Lambeth 032B,E09000022,Lambeth
E01003107,Lambeth 003D,E01003107,Lambeth 003D,E09000022,Lambeth
E01003119,Lambeth 032C,E01003119,Lambeth 032C,E09000022,Lambeth
E01003109,Lambeth 003E,E01033863,Lambeth 003G,E09000022,Lambeth
E01003120,Lambeth 032D,E01003120,Lambeth 032D,E09000022,Lambeth
E01003109,Lambeth 003E,E01033862,Lambeth 003F,E09000022,Lambeth
E01003148,Lambeth 032E,E01003148,Lambeth 032E,E09000022,Lambeth
E01003102,Lambeth 004A,E01003102,Lambeth 004A,E09000022,Lambeth
E01003150,Lambeth 032F,E01003150,Lambeth 032F,E09000022,Lambeth
E01003104,Lambeth 004C,E01003104,Lambeth 004C,E09000022,Lambeth
E01003062,Lambeth 033A,E01003062,Lambeth 033A,E09000022,Lambeth
E01003122,Lambeth 004D,E01003122,Lambeth 004D,E09000022,Lambeth
E01003063,Lambeth 033B,E01003063,Lambeth 033B,E09000022,Lambeth
E01003129,Lambeth 004E,E01003129,Lambeth 004E,E09000022,Lambeth
E01003067,Lambeth 033C,E01003067,Lambeth 033C,E09000022,Lambeth
E01033207,Lambeth 004F,E01033864,Lambeth 004H,E09000022,Lambeth
E01003069,Lambeth 033D,E01003069,Lambeth 033D,E09000022,Lambeth
E01033207,Lambeth 004F,E01033865,Lambeth 004I,E09000022,Lambeth
E01003070,Lambeth 033E,E01003070,Lambeth 033E,E09000022,Lambeth
E01033207,Lambeth 004F,E01033866,Lambeth 004J,E09000022,Lambeth
E01003115,Lambeth 034A,E01003115,Lambeth 034A,E09000022,Lambeth
E01033208,Lambeth 004G,E01033208,Lambeth 004G,E09000022,Lambeth
E01003141,Lambeth 034B,E01003141,Lambeth 034B,E09000022,Lambeth
E01003098,Lambeth 005A,E01003098,Lambeth 005A,E09000022,Lambeth
E01003144,Lambeth 034C,E01003144,Lambeth 034C,E09000022,Lambeth
E01003099,Lambeth 005B,E01003099,Lambeth 005B,E09000022,Lambeth
E01003145,Lambeth 034D,E01003145,Lambeth 034D,E09000022,Lambeth
E01003100,Lambeth 005C,E01003100,Lambeth 005C,E09000022,Lambeth
E01003147,Lambeth 034E,E01003147,Lambeth 034E,E09000022,Lambeth
E01003139,Lambeth 035A,E01003139,Lambeth 035A,E09000022,Lambeth
E01003180,Lambeth 005D,E01003180,Lambeth 005D,E09000022,Lambeth
E01003183,Lambeth 005E,E01003183,Lambeth 005E,E09000022,Lambeth
E01003140,Lambeth 035B,E01003140,Lambeth 035B,E09000022,Lambeth
E01003097,Lambeth 006A,E01003097,Lambeth 006A,E09000022,Lambeth
E01003142,Lambeth 035C,E01003142,Lambeth 035C,E09000022,Lambeth
E01003121,Lambeth 006B,E01003121,Lambeth 006B,E09000022,Lambeth
E01003143,Lambeth 035D,E01003143,Lambeth 035D,E09000022,Lambeth
E01003123,Lambeth 006C,E01003123,Lambeth 006C,E09000022,Lambeth
E01003146,Lambeth 035E,E01003146,Lambeth 035E,E09000022,Lambeth
E01003124,Lambeth 006D,E01003124,Lambeth 006D,E09000022,Lambeth
E01003013,Lambeth 036A,E01003013,Lambeth 036A,E09000022,Lambeth
E01003125,Lambeth 006E,E01003125,Lambeth 006E,E09000022,Lambeth
E01003014,Lambeth 036B,E01003014,Lambeth 036B,E09000022,Lambeth
E01003181,Lambeth 007A,E01003181,Lambeth 007A,E09000022,Lambeth
E01003016,Lambeth 036C,E01003016,Lambeth 036C,E09000022,Lambeth
E01003184,Lambeth 007B,E01003184,Lambeth 007B,E09000022,Lambeth
E01003017,Lambeth 036D,E01003017,Lambeth 036D,E09000022,Lambeth
E01003185,Lambeth 007C,E01003185,Lambeth 007C,E09000022,Lambeth
E01032582,Lambeth 036E,E01032582,Lambeth 036E,E09000022,Lambeth
E01003186,Lambeth 007D,E01003186,Lambeth 007D,E09000022,Lambeth
E01003187,Lambeth 007E,E01003187,Lambeth 007E,E09000022,Lambeth
E01003089,Lambeth 008A,E01003089,Lambeth 008A,E09000022,Lambeth
E01003091,Lambeth 008B,E01003091,Lambeth 008B,E09000022,Lambeth
E01003092,Lambeth 008C,E01003092,Lambeth 008C,E09000022,Lambeth
E01003126,Lambeth 008D,E01003126,Lambeth 008D,E09000022,Lambeth
E01003128,Lambeth 008E,E01003128,Lambeth 008E,E09000022,Lambeth
E01003046,Lambeth 009A,E01003046,Lambeth 009A,E09000022,Lambeth
E01003048,Lambeth 009B,E01003048,Lambeth 009B,E09000022,Lambeth
E01003075,Lambeth 009C,E01003075,Lambeth 009C,E09000022,Lambeth
E01003182,Lambeth 009D,E01003182,Lambeth 009D,E09000022,Lambeth
E01003188,Lambeth 009E,E01003188,Lambeth 009E,E09000022,Lambeth
E01003088,Lambeth 010A,E01003088,Lambeth 010A,E09000022,Lambeth
E01003093,Lambeth 010B,E01003093,Lambeth 010B,E09000022,Lambeth
E01003287,Lewisham 016D,E01003287,Lewisham 016D,E09000023,Lewisham
E01003340,Lewisham 006C,E01003340,Lewisham 006C,E09000023,Lewisham
E01003341,Lewisham 006D,E01003341,Lewisham 006D,E09000023,Lewisham
E01003343,Lewisham 006E,E01003343,Lewisham 006E,E09000023,Lewisham
E01003292,Lewisham 017A,E01003292,Lewisham 017A,E09000023,Lewisham
E01003199,Lewisham 007A,E01003199,Lewisham 007A,E09000023,Lewisham
E01003293,Lewisham 017B,E01003293,Lewisham 017B,E09000023,Lewisham
E01003201,Lewisham 007B,E01003201,Lewisham 007B,E09000023,Lewisham
E01003244,Lewisham 001A,E01003244,Lewisham 001A,E09000023,Lewisham
E01003245,Lewisham 001B,E01003245,Lewisham 001B,E09000023,Lewisham
E01003247,Lewisham 001C,E01003247,Lewisham 001C,E09000023,Lewisham
E01003249,Lewisham 001D,E01003249,Lewisham 001D,E09000023,Lewisham
E01003250,Lewisham 001E,E01034387,Lewisham 001F,E09000023,Lewisham
E01003250,Lewisham 001E,E01034388,Lewisham 001G,E09000023,Lewisham
E01003250,Lewisham 001E,E01034389,Lewisham 001H,E09000023,Lewisham
E01003246,Lewisham 002A,E01003246,Lewisham 002A,E09000023,Lewisham
E01003248,Lewisham 002B,E01003248,Lewisham 002B,E09000023,Lewisham
E01003251,Lewisham 002C,E01003251,Lewisham 002C,E09000023,Lewisham
E01003252,Lewisham 002D,E01003252,Lewisham 002D,E09000023,Lewisham
E01003253,Lewisham 002E,E01003253,Lewisham 002E,E09000023,Lewisham
E01003297,Lewisham 003A,E01003297,Lewisham 003A,E09000023,Lewisham
E01003299,Lewisham 003B,E01003299,Lewisham 003B,E09000023,Lewisham
E01003301,Lewisham 003C,E01003301,Lewisham 003C,E09000023,Lewisham
E01003302,Lewisham 003D,E01003302,Lewisham 003D,E09000023,Lewisham
E01003305,Lewisham 003E,E01003305,Lewisham 003E,E09000023,Lewisham
E01003207,Lewisham 005A,E01003207,Lewisham 005A,E09000023,Lewisham
E01003209,Lewisham 005B,E01003209,Lewisham 005B,E09000023,Lewisham
E01003210,Lewisham 005C,E01003210,Lewisham 005C,E09000023,Lewisham
E01003212,Lewisham 005D,E01003212,Lewisham 005D,E09000023,Lewisham
E01003215,Lewisham 005E,E01003215,Lewisham 005E,E09000023,Lewisham
E01003338,Lewisham 006A,E01003338,Lewisham 006A,E09000023,Lewisham
E01003339,Lewisham 006B,E01003339,Lewisham 006B,E09000023,Lewisham
E01003310,Lewisham 027B,E01003310,Lewisham 027B,E09000023,Lewisham
E01003311,Lewisham 027C,E01003311,Lewisham 027C,E09000023,Lewisham
E01003204,Lewisham 007C,E01003204,Lewisham 007C,E09000023,Lewisham
E01003295,Lewisham 017D,E01003295,Lewisham 017D,E09000023,Lewisham
E01003312,Lewisham 027D,E01003312,Lewisham 027D,E09000023,Lewisham
E01033320,Lewisham 017E,E01033320,Lewisham 017E,E09000023,Lewisham
E01003205,Lewisham 007D,E01003205,Lewisham 007D,E09000023,Lewisham
E01003313,Lewisham 027E,E01003313,Lewisham 027E,E09000023,Lewisham
E01033322,Lewisham 017F,E01033322,Lewisham 017F,E09000023,Lewisham
E01003206,Lewisham 007E,E01003206,Lewisham 007E,E09000023,Lewisham
E01003256,Lewisham 028A,E01003256,Lewisham 028A,E09000023,Lewisham
E01003319,Lewisham 018A,E01003319,Lewisham 018A,E09000023,Lewisham
E01003211,Lewisham 008B,E01003211,Lewisham 008B,E09000023,Lewisham
E01003257,Lewisham 028B,E01003257,Lewisham 028B,E09000023,Lewisham
E01003213,Lewisham 008C,E01003213,Lewisham 008C,E09000023,Lewisham
E01003320,Lewisham 018B,E01003320,Lewisham 018B,E09000023,Lewisham
E01003258,Lewisham 028C,E01003258,Lewisham 028C,E09000023,Lewisham
E01003259,Lewisham 028D,E01003259,Lewisham 028D,E09000023,Lewisham
E01003323,Lewisham 018C,E01003323,Lewisham 018C,E09000023,Lewisham
E01003214,Lewisham 008D,E01003214,Lewisham 008D,E09000023,Lewisham
E01003193,Lewisham 029A,E01003193,Lewisham 029A,E09000023,Lewisham
E01003325,Lewisham 018D,E01003325,Lewisham 018D,E09000023,Lewisham
E01033324,Lewisham 008E,E01033324,Lewisham 008E,E09000023,Lewisham
E01003194,Lewisham 029B,E01003194,Lewisham 029B,E09000023,Lewisham
E01003226,Lewisham 019A,E01003226,Lewisham 019A,E09000023,Lewisham
E01033325,Lewisham 008F,E01033325,Lewisham 008F,E09000023,Lewisham
E01003195,Lewisham 029C,E01003195,Lewisham 029C,E09000023,Lewisham
E01003227,Lewisham 019B,E01003227,Lewisham 019B,E09000023,Lewisham
E01003198,Lewisham 009A,E01003198,Lewisham 009A,E09000023,Lewisham
E01003196,Lewisham 029D,E01003196,Lewisham 029D,E09000023,Lewisham
E01003228,Lewisham 019C,E01003228,Lewisham 019C,E09000023,Lewisham
E01003200,Lewisham 009B,E01003200,Lewisham 009B,E09000023,Lewisham
E01003197,Lewisham 029E,E01003197,Lewisham 029E,E09000023,Lewisham
E01003229,Lewisham 019D,E01003229,Lewisham 019D,E09000023,Lewisham
E01003202,Lewisham 009C,E01003202,Lewisham 009C,E09000023,Lewisham
E01003347,Lewisham 030A,E01003347,Lewisham 030A,E09000023,Lewisham
E01003230,Lewisham 019E,E01003230,Lewisham 019E,E09000023,Lewisham
E01003203,Lewisham 009D,E01003203,Lewisham 009D,E09000023,Lewisham
E01003336,Lewisham 010A,E01003336,Lewisham 010A,E09000023,Lewisham
E01003317,Lewisham 020A,E01034390,Lewisham 020F,E09000023,Lewisham
E01003348,Lewisham 030B,E01003348,Lewisham 030B,E09000023,Lewisham
E01003337,Lewisham 010B,E01003337,Lewisham 010B,E09000023,Lewisham
E01003317,Lewisham 020A,E01034391,Lewisham 020G,E09000023,Lewisham
E01003350,Lewisham 030C,E01003350,Lewisham 030C,E09000023,Lewisham
E01003342,Lewisham 010C,E01003342,Lewisham 010C,E09000023,Lewisham
E01003318,Lewisham 020B,E01003318,Lewisham 020B,E09000023,Lewisham
E01003352,Lewisham 030D,E01003352,Lewisham 030D,E09000023,Lewisham
E01003344,Lewisham 010D,E01003344,Lewisham 010D,E09000023,Lewisham
E01003321,Lewisham 020C,E01003321,Lewisham 020C,E09000023,Lewisham
E01003353,Lewisham 030E,E01003353,Lewisham 030E,E09000023,Lewisham
E01003322,Lewisham 020D,E01003322,Lewisham 020D,E09000023,Lewisham
E01003345,Lewisham 010E,E01003345,Lewisham 010E,E09000023,Lewisham
E01003264,Lewisham 031A,E01003264,Lewisham 031A,E09000023,Lewisham
E01003324,Lewisham 020E,E01003324,Lewisham 020E,E09000023,Lewisham
E01003273,Lewisham 011A,E01003273,Lewisham 011A,E09000023,Lewisham
